0xc0ffee1da1473f3443c916282000cd136978b4a6,21.000000
0x43d4b4551bc9cd2f1770e5fc59b043043a80d167,27.958807
0xcb692809bf98a8201648b3c81f7231230f5cdfb1,27.899695
0x7ddee176f665cd201f93eede625770e2fd911990,358284.317798
0x4edf3c88e6ba41e49aec9460fd77bd7628c6a74a,40.000000
0xf910bdaa4a681fd4b62890f3f7c3c20a12c74637,140.000000
0xfec3af6358f81f1201fddfc2e554b8e2e8524b10,0.000001
0x89587be5ecd3c0d8a4a54b594d94330f2d7df3b2,224.801365
0x72f1c027decb1ce26a12e57318767a172bef78cd,148.305336
0x9dee1d79dfa2107131c7f1d0b74360bcca075a75,1088.021134
0x45f41143bc376f4926cc49206454bfd10a8d828a,0.041037
0x6ea4f44851f80e3af1400bae050e1d5a28a9063a,1328.483039
0xbf98a41e7b740f9a5abe6ad93ad9376cd6fd177f,2250.977177
0x16d5c294e59cad3a50f2109b7ccb742ba0300595,37.465057
0x2044f0ac6fea8258b2e661f1ad3c052b7e381c98,15.166547
0x7939c0cdfd2e370521ef5edfec1f743a0f752ded,0.077896
0x14f40ebd9781aed186a24aac978e1646534ba2e0,4741.789726
0xd1b0e1a19477b0e3f3d8941c53ff2a4a93df2c26,120.688700
0xea11239255653b19027e25a311d7a8b112c1105e,0.504908
0xb82e0df8f7eadb41af2292667515cbecc98c1ffc,1.000000
0xdec028dc7cc4482c2e9904586e77e0ce022eae40,73.667089
0x5e7c3e56a0a404fce106f525ef2cbe8aa5fead02,100.000000
0x2bc6687598c2b882ababbd94136fb0b06ecd1e70,0.005688
0xb3f4967534bbdd0dbaa678d13b79eb0721a7e06c,30.920967
0x017a77941dffde4ca2e056f097c09b0a6796e372,4716.680793
0xd784ab61b132e2f6a436a9be7941f7408225ae49,0.002129
0x653ca2677163ae9802976cf84ddaccf8b10e49f9,15.832236
0xf4081a68ca61d33e1bf14582213a130261d54f9c,765.414492
0x09a3741d22e8091a00d8041a92e7501bd069b517,1500.346181
0x14c941551fe1f6fd6abba4637301f548a288c663,17858.668586
0x72406062c6f6cc6af2c2cf44e1ee9ad0dc933fb6,38.000000
0x82c1002e2acaeae804f1792d6e2bc00eb636fcd5,2837.857411
0x248a0e6e43dd71fd7899190cb331cdd7ffc54544,1671.316293
